model_code,sku,productidweb,category_code,brand,Thời gian ra mắt,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Dài,Dày,Khối lượng máy,Bộ nhớ,Hệ điều hành,Hỗ trợ mainboard,Chất liệu thân vỏ,Hỗ trợ ổ cứng tối đa,Phụ kiện đi kèm,Đèn LED,Tản nhiệt nước,Tản nhiệt CPU,Tốc độ (RPM),Cổng kết nối,Cổng giao tiếp,Wifi,Thẻ nhớ,Webcam,Tính năng khác,Ổ đĩa quang,Rộng,Nguồn điện,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,Số nhân,Bộ nhớ đệm,Socket,Chipset,RAM,Loại RAM,Số khe RAM,Hỗ trợ RAM tối đa,Tản nhiệt RAM,Ổ cứng,Chuẩn kết nối ổ cứng,Khe cắm mở rộng,Màn hình cảm ứng,Thiết kế card,Công nghệ âm thanh,Model Mainboard,Form Factor,Socket (mainboard),Loại RAM mainboard,Số khe RAM mainboard,Tốc độ Bus RAM mainboard,Hỗ trợ RAM tối đa/mainboard,Hỗ trợ khe cắm SSD M.2/HDD,Số khe cắm mở rộng,Cổng I/O mặt sau,Kết nối Internet,Card đồ hoạ onboard,Model GPU,Chip đồ họa (GPU),Bus bộ nhớ,Chuẩn giao tiếp,Bộ nguồn đề xuất,Hỗ trợ OC,Yêu cầu cấp nguồn trực tiếp,Cổng xuất hình ảnh,Số lượng quạt,Loại Case,giá gốc,giá khuyến mãi,khuyến mãi quà
169869,3643563000223,267718,72,Asus,,Không có,Không có,Không có,320,94,5,,Windows 11 Home SL,,,,,,,,,,6 x USB 3.2 | 1x Headphone out | 1x Line-in | 2x PS2 (Keyboard & mouse) | 1x Serial port | 1x MIC in | VGA | Jack 3.5 mm | LAN (RJ45) | HDMI | 2 x USB 2.0,Bluetooth 4.2 | WiFi chuẩn AC,SD,Không,Đi kèm chuột & bàn phím,Không,319,180 W,Intel Core i3 Comet Lake,10105,3.70 GHz,4.4 GHz,,,,Intel B560 Chipset,4 GB,DDR4,2 khe,32 GB,,"256 GB SSD (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Hỗ trợ khe cắm HDD SATA3 3.5 inch | Hỗ trợ khe M.2 connector for storage | Hỗ trợ khe M.2 connector for WiFi | PCIe/NVMe | Hỗ trợ khe cắm SSD M.2 PCIe,,Không,Card đồ hoạ tích hợp,High Definition 7.1 Channel Audio,,,,,,4800 MHz (ECC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169840,3643563000219,265511,72,Hp,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),540,204,5,,Windows 11 Home SL,,,,,,,,,,2 SuperSpeed USB Type-A | Jack 3.5 mm | LAN (RJ45) | 2 x USB 2.0 | HDMI 1.4,Bluetooth 4.2 | WiFi chuẩn AC,SD,"1080p FHD, IR Camera",Mở khóa khuôn mặt,Không,409,65 W,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,4.20 GHz,,,,Hãng không công bố,8 GB,DDR4 (1 khe 4GB + 1 khe 4GB),2 khe,32 GB,,SSD 512 GB,Hỗ trợ khe cắm HDD SATA3 2.5 inch | PCIe/NVMe,,Không,Card đồ hoạ tích hợp,DTS Headphone:X,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169839,3643563000218,265510,72,Hp,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),540,204,5,,Windows 11 Home SL,,,,,,,,,,2 SuperSpeed USB Type-A | Jack 3.5 mm | LAN (RJ45) | 2 x USB 2.0 | HDMI 1.4,Bluetooth 4.2 | WiFi chuẩn AC,SD,"1080p FHD, IR Camera",Mở khóa khuôn mặt,Không,409,65 W,Intel Core i3 Tiger Lake,1125G4,2.00 GHz,3.7 Ghz,,,,Hãng không công bố,4 GB,DDR4,2 khe,32 GB,,SSD 512 GB,Hỗ trợ khe cắm HDD SATA3 2.5 inch | PCIe/NVMe,,Không,Card đồ hoạ tích hợp,DTS Headphone:X,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169830,0220042001734,265413,72,Asus,,100% sRGB | Độ sáng 250 nits | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),541,14 ~ 202,7,,Windows 10 Home SL,,,,,,,,,,2 cổng HDMI | Jack 3.5 mm | 1 x USB 3.2 Gen 1 Type-C | LAN (RJ45) | 2 x USB 2.0 | 2 x USB 3.2,Bluetooth 4.2 | WiFi chuẩn AC,Không có,"720p HD, IR camera",TPM 2.0,Không,453,90 W,AMD Ryzen 5,5500U,2.10 GHz,4.0 GHz,,,,Hãng không công bố,8 GB,DDR4,2 khe,Không hỗ trợ nâng cấp,,Hỗ trợ khe cắm PCIe | SSD 512 GB,PCIe/NVMe,,Có,Card đồ hoạ tích hợp,Harman/Kardon,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169829,3643563000211,265412,72,Asus,2021,100% sRGB | Độ sáng 250 nits | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),541,14 ~ 202,7,,Windows 11 Home SL,,,,,,,,,,2 cổng HDMI | Jack 3.5 mm | 1 x USB 3.2 Gen 1 Type-C | LAN (RJ45) | 2 x USB 2.0 | 2 x USB 3.2,Bluetooth 4.2 | WiFi chuẩn AC,Không có,"720p HD, IR camera",TPM 2.0,Không,453,90 W,AMD Ryzen 5,5500U,2.10 GHz,4.0 GHz,,,,Hãng không công bố,8 GB,DDR4,2 khe,Không hỗ trợ nâng cấp,,Hỗ trợ khe cắm PCIe | SSD 512 GB,PCIe/NVMe,,Có,Card đồ hoạ tích hợp,Harman/Kardon,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169689,3643563000207,252986,72,Hp,,Không có,Không có,Không có,177,34,1,,Windows 10 Home SL,,,,,,,,,,4 x SuperSpeed USB Type-A | VGA | Display port | Jack 3.5 mm | 1 x USB 3.2 Gen 1 Type-C | LAN (RJ45) | HDMI | 2 x USB 2.0,Wi-Fi 6 AX201 | Bluetooth 5.0,Không có,Không,Không,Không,175,65 W,Intel Core i3 Comet Lake,10100T,3.00 GHz,3.80 GHz,,,,Hãng không công bố,4 GB,DDR4 2 khe (1 khe 4GB + 1 khe trống),2 khe,64 GB,,"256 GB SSD (Có thể tháo ra, lắp thanh khác tối đa 512GB) | Hỗ trợ khe cắm HDD SATA",PCIe/NVMe,,Không,Card đồ hoạ tích hợp,Realtek ALC3205 code,,,,,,4800 MHz (ECC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169688,3643563000208,252972,72,Lenovo,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),541,433,6,,Windows 10 Home SL,,,,,,,,,,LAN (RJ45) | HDMI | 2 x USB 2.0 | 2 x USB 3.2,Wi-Fi 6 AX201 | Bluetooth 5.0,Không có,"720p HD, IR camera",Đi kèm chuột & bàn phím không dây | Mở khóa khuôn mặt,DVD đọc-ghi,185,90 W,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,4.2 GHz,,,,Hãng không công bố,,DDR4 (1 khe 4GB + 1 khe 4GB),2 khe,16 GB,,SSD 256 GB,PCIe/NVMe,,Không,Card đồ hoạ tích hợp,High Definition (HD) Audio,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169687,3643563000209,252971,72,Lenovo,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),541,185,6,,Windows 10 Home SL,,,,,,,,,,LAN (RJ45) | HDMI | 2 x USB 2.0 | 2 x USB 3.2,Wi-Fi 6 AX201 | Bluetooth 5.0,Không có,"720p HD, IR camera",Đi kèm chuột & bàn phím không dây | Mở khóa khuôn mặt,DVD đọc-ghi,433,90 W,Intel Core i3 Tiger Lake,1115G4,3.00 GHz,4.1 GHz,,,,Hãng không công bố,4 GB,DDR4 2 khe (1 khe 4GB + 1 khe trống),2 khe,16 GB,,"256 GB SSD (Có thể tháo ra, lắp thanh khác tối đa 512GB) | Hỗ trợ thêm 1 khe cắm HDD SATA (Nâng cấp tối đa 1TB)",PCIe/NVMe,,Không,Card đồ hoạ tích hợp,High Definition (HD) Audio,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169684,3643563000206,252648,72,Asus,,100% sRGB | Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),540,165,5,,Windows 10 Home SL,,,,,,,,,,4 x USB 3.2 | 2 cổng HDMI | Jack 3.5 mm | LAN (RJ45) | 1 x USB 2.0,WiFi chuẩn AC | Bluetooth 5.0,Không có,HD webcam,Đi kèm chuột & bàn phím không dây,Không,409,90 W,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,4.2 GHz,,,,Hãng không công bố,8 GB,DDR4,2 khe,16 GB,,"512 GB SSD (Có thể tháo ra, lắp thanh khác tối đa 1TB) | Hỗ trợ khe cắm HDD SATA",PCIe/NVMe,,Có,Card đồ hoạ rời,SonicMaster,,,,,,4800 MHz (ECC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169683,3643563000205,252647,72,Asus,,100% sRGB | Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),540,165,5,,Windows 10 Home SL,,,,,,,,,,4 x USB 3.2 | 2 cổng HDMI | Jack 3.5 mm | LAN (RJ45) | 1 x USB 2.0,WiFi chuẩn AC | Bluetooth 5.0,Không có,HD webcam,Đi kèm chuột & bàn phím không dây,Không,409,90 W,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,4.2 GHz,,,,Hãng không công bố,8 GB,DDR4,2 khe,16 GB,,SSD 512 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,Có,Card đồ hoạ tích hợp,SonicMaster,,,,,,4800 MHz (ECC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169682,3643563000204,252646,72,Asus,,100% sRGB | Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),540,165,5,,Windows 10 Home SL,,,,,,,,,,4 x USB 3.2 | 2 cổng HDMI | Jack 3.5 mm | LAN (RJ45) | 1 x USB 2.0,WiFi chuẩn AC | Bluetooth 5.0,Không có,HD webcam,Đi kèm chuột & bàn phím không dây,Không,409,90 W,Intel Core i3 Tiger Lake,1115G4,3.00 GHz,4.1 GHz,,,,Hãng không công bố,8 GB,DDR4,2 khe,16 GB,,"512 GB SSD (Có thể tháo ra, lắp thanh khác tối đa 1TB) | Hỗ trợ khe cắm HDD SATA",PCIe/NVMe,,Có,Card đồ hoạ tích hợp,SonicMaster,,,,,,4800 MHz (ECC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169678,3643563000203,252390,72,Asus,,100% sRGB | Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),541,45 ~ 201 mm,8,,Windows 10 Home SL,,,,,,,,,,1x Thunderbolt 4 | Jack 3.5 mm | 1 x USB 3.2 Gen 1 Type-C | LAN (RJ45) | HDMI | 2 x USB 2.0 | 3 x USB 3.2,Wi-Fi 6 AX201 | Bluetooth 5.0,SD,HD webcam,Đi kèm chuột & bàn phím không dây | TPM 2.0,DVD,439,150 W,Intel Core i5 Tiger Lake,11500B,3.30 GHz,4.6 GHz,,,,Intel HM570 Chipset,8 GB,DDR4 2 khe (1 khe 8GB+ 1 khe trống),2 khe,32 GB,,Hỗ trợ khe cắm PCIe | SSD 512 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,Có,Card đồ hoạ tích hợp,Micrô array tích hợp,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169677,3643563000202,252389,72,Asus,,100% sRGB | Độ sáng 250 nits | IPS | Chống chói Anti Glare,21.5 inch,Full HD (1920 x 1080),490,201,7,,Windows 10 Home SL,,,,,,,,,,1x Thunderbolt 4 | Jack 3.5 mm | 1 x USB 3.2 Gen 1 Type-C | LAN (RJ45) | HDMI | 2 x USB 2.0 | 3 x USB 3.2,Wi-Fi 6 AX201 | Bluetooth 5.0,SD,"720p HD, IR camera",Đi kèm chuột & bàn phím không dây | Mở khóa khuôn mặt | TPM 2.0,DVD,411,150 W,Intel Core i5 Tiger Lake,11500B,3.30 GHz,4.6 GHz,,,,Intel HM570 Chipset,8 GB,DDR4 2 khe (1 khe 8GB+ 1 khe trống),2 khe,32 GB,,Hỗ trợ khe cắm PCIe | SSD 512 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,Không,Card đồ hoạ tích hợp,Micrô array tích hợp,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169676,3643563000201,252295,72,Asus,,100% sRGB | Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),541,202,7,,Windows 10 Home SL,,,,,,,,,,2 cổng HDMI | Jack 3.5 mm | 1 x USB 3.2 Gen 1 Type-C | LAN (RJ45) | 2 x USB 2.0 | 2 x USB 3.2,Wi-Fi 6 AX201 | Bluetooth 5.0,Không có,"720p HD, IR camera",Đi kèm chuột & bàn phím không dây | Mở khóa khuôn mặt,Không,453,150 W,Intel Core i5 Comet Lake,10500T,2.30 GHz,3.80 GHz,,,,Intel H470 Chipset,8 GB,DDR4 2 khe (1 khe 8GB+ 1 khe trống),2 khe,32 GB,,Hỗ trợ khe cắm PCIe | SSD 512 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,Có,Card đồ hoạ tích hợp,Harman/Kardon,,,,,,4800 MHz (ECC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169646,3643563000200,251976,72,Hp,2021,Độ sáng 250 nits | IPS | Chống chói Anti Glare,21.5 inch,Full HD (1920 x 1080),490,204,5,,Windows 10 Home SL,,,,,,,,,,2 SuperSpeed USB Type-A | Jack 3.5 mm | LAN (RJ45) | HDMI | 2 x USB 2.0,Bluetooth 4.2 | WiFi chuẩn AC,HP 3-in-1 memory card reader,HD webcam,Đi kèm chuột & bàn phím không dây,Không,380,65 W,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,4.2 GHz,,,,Hãng không công bố,4 GB,DDR4 2 khe (1 khe 4GB + 1 khe trống),2 khe,16 GB,,SSD 512 GB,PCIe/NVMe,,Không,Card đồ hoạ tích hợp,DTS Headphone:X,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169645,3643563000199,251975,72,Hp,2021,Độ sáng 250 nits | IPS | Chống chói Anti Glare,21.5 inch,Full HD (1920 x 1080),490,204,5,,Windows 10 Home SL,,,,,,,,,,2 SuperSpeed USB Type-A | Jack 3.5 mm | LAN (RJ45) | HDMI | 2 x USB 2.0,Bluetooth 4.2 | WiFi chuẩn AC,HP 3-in-1 memory card reader,HD webcam,Đi kèm chuột & bàn phím không dây,Không,380,65 W,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,4.2 GHz,,,,Hãng không công bố,4 GB,DDR4 2 khe (1 khe 4GB + 1 khe trống),2 khe,16 GB,,SSD 512 GB,PCIe/NVMe,,Có,Card đồ hoạ tích hợp,DTS Headphone:X,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169589,3643563000198,251248,72,Apple,,Không có,Không có,Không có,197,36,1,,Mac OS,,,,,,,,,,2 x USB A | Jack 3.5 mm | LAN (RJ45) | HDMI | 2 x Thunderbolt 4,Wi-Fi 6 AX201 | Bluetooth 5.0,Không có,Không,,Không,197,150 W,Apple M1,Hãng không công bố,Hãng không công bố,Hãng không công bố,,,,Hãng không công bố,8 GB,Hãng không công bố,Hãng không công bố,Không hỗ trợ nâng cấp,,SSD 512 GB,Hãng không công bố,,Không,Card đồ hoạ tích hợp,,,,,,,5000 MHz (OC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169119,3643563000195,244703,72,Hp,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),540,204,5,,Windows 10 Home SL,,,,,,,,,,2 SuperSpeed USB Type-A | Jack 3.5 mm | LAN (RJ45) | HDMI | 2 x USB 2.0,Bluetooth 4.2 | WiFi chuẩn AC,SD,"1080p FHD, IR Camera",Mở khóa khuôn mặt,Không,409,65 W,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,4.2 GHz,,,,Đang cập nhật,8 GB,DDR4 (1 khe 4GB + 1 khe 4GB),2 khe,32 GB,,SSD 512 GB,Hỗ trợ khe cắm HDD SATA3 2.5 inch | PCIe/NVMe,,Có,Card đồ hoạ tích hợp,DTS Headphone:X,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169118,3643563000194,244701,72,Hp,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),540,204,5,,Windows 10 Home SL,,,,,,,,,,2 SuperSpeed USB Type-A | Jack 3.5 mm | LAN (RJ45) | HDMI | 2 x USB 2.0,Bluetooth 4.2 | WiFi chuẩn AC,SD,"1080p FHD, IR Camera",Mở khóa khuôn mặt,Không,409,65 W,Intel Core i3 Tiger Lake,1125G4,2.00 GHz,3.7 Ghz,,,,Đang cập nhật,4 GB,DDR4,2 khe,32 GB,,SSD 512 GB,Hỗ trợ khe cắm HDD SATA3 2.5 inch | PCIe/NVMe,,Có,Card đồ hoạ tích hợp,DTS Headphone:X,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169062,3643563000193,242202,72,Hp,,Độ sáng 250 nits | IPS | LED,21.5 inch,Full HD (1920 x 1080),490,204,5,,Windows 10 Home SL,,,,,,,,,,2 SuperSpeed USB Type-A | Jack 3.5 mm | LAN (RJ45) | 2 x USB 2.0 | HDMI 1.4,Bluetooth 4.2 | WiFi chuẩn AC,Không có,HD webcam,Không,Không,370,90 W,Intel Core i3 Comet Lake,10100T,3.00 GHz,3.80 GHz,,,,Hãng không công bố,4 GB,DDR4,2 khe,16 GB,,SSD 256 GB,PCIe/NVMe,,Không,Card đồ hoạ tích hợp,Loa kép (2 kênh),,,,,,4800 MHz (ECC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
169053,3643563000192,240277,72,Apple,2020,Không có,Không có,Không có,197,36,1,,Mac OS,,,,,,,,,,2 x USB A | Jack 3.5 mm | LAN (RJ45) | HDMI | 2 x Thunderbolt 4,Wi-Fi 6 AX201 | Bluetooth 5.0,Không có,Không,,Không,197,150 W,Apple M1,Hãng không công bố,Hãng không công bố,Hãng không công bố,,,,Hãng không công bố,Đang cập nhật,Hãng không công bố,Hãng không công bố,Không hỗ trợ nâng cấp,,SSD 256 GB,Hãng không công bố,,Không,Hãng không công bố,Không có,,,,,,6800 MHz (OC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
168995,3643563000191,239427,72,Asus,,100% sRGB | Độ sáng 250 nits | IPS | Chống chói Anti Glare,21.5 inch,Full HD (1920 x 1080),489,51 đến 164 mm,4,,Windows 10 Home SL,,,,,,,,,,4 x USB 3.2 | Jack 3.5 mm | LAN (RJ45) | HDMI | 1 x USB 2.0,WiFi chuẩn AC | Bluetooth 5.0,Không có,HD webcam,,Không,387,90 W,Intel Core i5 Comet Lake,10210U,1.60 GHz,4.2 GHz,,,,Đang cập nhật,8 GB,DDR4,2 khe,32 GB,,SSD 512 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,Không,Card đồ hoạ tích hợp,SonicMaster,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
168994,3643563000190,239426,72,Asus,,100% sRGB | Độ sáng 250 nits | IPS | Chống chói Anti Glare,21.5 inch,Full HD (1920 x 1080),489,51 đến 164 mm,4,,Windows 10 Home SL,,,,,,,,,,4 x USB 3.2 | Jack 3.5 mm | LAN (RJ45) | HDMI | 1 x USB 2.0,WiFi chuẩn AC | Bluetooth 5.0,Không có,HD webcam,,Không,387,90 W,Intel Core i5 Comet Lake,10210U,1.60 GHz,4.2 GHz,,,,,8 GB,DDR4,2 khe,32 GB,,SSD 512 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,,Card đồ hoạ tích hợp,SonicMaster,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
168902,3643563000176,236290,72,Hp,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),540,204,5,,Windows 10 Home SL,,,,,,,,,,2 SuperSpeed USB Type-A | 2 USB Type-A | LAN (RJ45) | HDMI 1.4,Bluetooth 4.2 | WiFi chuẩn AC,SD,5 MP,,DVD,409,65 W,AMD Ryzen 5,4500U,2.30 GHz,4.0 GHz,,,,,8 GB,DDR4,2 khe,32 GB,,SSD 256 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,,,,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
168901,3643563000175,236289,72,Hp,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),540,204,5,,Windows 10 Home SL,,,,,,,,,,2 SuperSpeed USB Type-A | 2 USB Type-A | Jack 3.5 mm | LAN (RJ45) | HDMI 1.4,Bluetooth 4.2 | WiFi chuẩn AC,SD,5 MP,,DVD,409,65 W,AMD Ryzen 3,4300U,2.70 GHz,3.7 Ghz,,,,Hãng không công bố,4 GB,DDR4,2 khe,32 GB,,SSD 256 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,Không,Đang cập nhật,,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
168893,3643563000174,236096,72,Hp,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,21.5 inch,Full HD (1920 x 1080),490,204,5,,Windows 10 Home SL,,,,,,,,,,LAN (RJ45) | 2 x USB 2.0 | 2 x USB 3.2 | HDMI 1.4,Bluetooth 4.2 | WiFi chuẩn AC,SD,5 MP,,DVD,380,65 W,Intel Core i5 Comet Lake,10210U,1.60 GHz,4.2 GHz,,,,Hãng không công bố,8 GB,DDR4,2 khe,32 GB,,SSD 256 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,Không,Card đồ hoạ tích hợp,,,,,,,4800 MHz (ECC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
168892,3643563000173,236095,72,Hp,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,21.5 inch,Full HD (1920 x 1080),490,204,5,,Windows 10 Home SL,,,,,,,,,,Jack 3.5 mm | LAN (RJ45) | 2 x USB 2.0 | 2 x USB 3.2 | HDMI 1.4,Bluetooth 4.2 | WiFi chuẩn AC,SD,5 MP,,DVD,380,65 W,AMD Ryzen 5,4500U,2.30 GHz,4.0 GHz,,,,Hãng không công bố,8 GB,DDR4,2 khe,32 GB,,SSD 256 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,Không,Card đồ hoạ tích hợp,,,,,,,2133,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
168891,3643563000172,236094,72,Hp,,Độ sáng 250 nits | IPS | Chống chói Anti Glare,21.5 inch,Full HD (1920 x 1080),490,204,5,,Windows 10 Home SL,,,,,,,,,,Jack 3.5 mm | LAN (RJ45) | 2 x USB 2.0 | 2 x USB 3.2 | HDMI 1.4,Bluetooth 4.2 | WiFi chuẩn AC,SD,5 MP,Không,DVD,380,65 W,Intel Core i3 Comet Lake,10110U,2.10 GHz,4.1 GHz,,,,Hãng không công bố,4 GB,DDR4,2 khe,32 GB,,SSD 256 GB | Hỗ trợ khe cắm HDD SATA,PCIe/NVMe,,Không,Card đồ hoạ tích hợp,,,,,,,4800 MHz (ECC),,,,,,,,,,,,,,,,,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
