model_code,sku,productidweb,category_code,brand_id,brand,Kiểu dáng,Công nghệ làm lạnh,Sản xuất tại,Thời gian ra mắt,Chất liệu khay ngăn lạnh,Dung tích tổng,Dung tích ngăn đá,Dung tích ngăn lạnh,Điện năng tiêu thụ,Chất liệu thân vỏ,Số người sử dụng,Dung tích sử dụng,Công nghệ tiết kiệm điện,Công nghệ bảo quản thực phẩm,Tiện ích,Chất liệu động cơ,Dung tích ngăn chuyển đổi,Số cửa,Cao,Ngang,Sâu,Khối lượng máy,Lấy nước ngoài,Chế độ tự động,giá gốc,giá khuyến mãi,khuyến mãi quà
184307,3051097000601,75322,38,187,Aqua,Ngăn đá dưới,,Đang cập nhật,Đang cập nhật,Kính chịu lực,335 lít,103 lít,198 lít,54035,Kim loại phủ sơn tĩnh điện,3 - 4 người,301 lít,,Ngăn rau củ cung cấp Vitamin Pro5+,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184308,3051097000648,75322,38,187,Aqua,Ngăn đá dưới,,Đang cập nhật,Đang cập nhật,Kính chịu lực,335 lít,103 lít,198 lít,54035,Kim loại phủ sơn tĩnh điện,3 - 4 người,301 lít,,Ngăn rau củ cung cấp Vitamin Pro5+,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184309,3051097000600,75323,38,187,Aqua,Ngăn đá dưới,Không,Việt Nam,Hãng không công bố,Kính chịu lực,284 lít,103 lít,149 lít,57618,Kim loại phủ sơn tĩnh điện,3 - 4 người,252 lít,Inverter,Ngăn rau củ cung cấp Vitamin Pro5+,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,114 lít,1 cánh,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184310,3051097000645,75323,38,187,Aqua,Ngăn đá dưới,Không,Việt Nam,Hãng không công bố,Kính chịu lực,284 lít,103 lít,149 lít,57618,Kim loại phủ sơn tĩnh điện,3 - 4 người,252 lít,Inverter,Ngăn rau củ cung cấp Vitamin Pro5+,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,114 lít,1 cánh,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184311,3051097000659,75351,38,187,Aqua,Ngăn đá dưới,,Việt Nam,Đang cập nhật,Kính chịu lực,335 lít,103 lít,198 lít,57618,Kim loại phủ sơn tĩnh điện,3 - 4 người,301 lít,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184312,3051097000586,75352,38,187,Aqua,Ngăn đá dưới,,Việt Nam,Đang cập nhật,Kính chịu lực,284 lít,103 lít,149 lít,Đang cập nhật,,3 - 4 người,252 lít,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184313,3051097000658,75352,38,187,Aqua,Ngăn đá dưới,,Việt Nam,Đang cập nhật,Kính chịu lực,284 lít,103 lít,149 lít,Đang cập nhật,,3 - 4 người,252 lít,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184315,3051097000438,75360,38,187,Aqua,Ngăn đá dưới,,Việt Nam,2015,Kính chịu lực,335 lít,103 lít,198 lít,Đang cập nhật,,3 - 4 người,301 lít,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184316,3051097000603,75361,38,187,Aqua,Ngăn đá dưới,,Việt Nam,2015,Kính chịu lực,284 lít,103 lít,149 lít,Đang cập nhật,,3 - 4 người,252 lít,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184317,3051097000660,75361,38,187,Aqua,Ngăn đá dưới,,Việt Nam,2015,Kính chịu lực,284 lít,103 lít,149 lít,Đang cập nhật,,3 - 4 người,252 lít,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164294,1801211457900,75523,38,8,LG,Tủ lớn - Side by Side,,Trung Quốc,2016,Kính chịu lực,581 lít,198 lít,326 lít,54026,Kim loại phủ sơn tĩnh điện,4 - 5 người,524 lít,,Ngăn rau quả cân bằng độ ẩm,Bảng điều khiển bên ngoài,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184332,3051097000573,75717,38,315,Electrolux,Ngăn đá dưới,,Thái Lan,2016,Kính chịu lực,453 lít,142 lít,311 lít,54067,Kim loại phủ sơn tĩnh điện,4 - 5 người,419 lít,,Ngăn rau Market Fresh giữ rau củ tươi ngon như mới mua | Ngăn đựng Fresh Shield giữ rau củ tươi ngon đến 7 ngày,Ngăn kệ linh hoạt FlexStor | Chuông báo khi quên đóng cửa | Bảng điều khiển bên ngoài,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
184336,3051097000444,75926,38,315,Electrolux,Ngăn đá trên,,Thái Lan,2016,Kính chịu lực,573 lít,158 lít,414 lít,54027,Thép không gỉ,4 - 5 người,532 lít,,Ngăn đựng Fresh Shield giữ rau củ tươi ngon đến 7 ngày,Ngăn kệ linh hoạt FlexStor | Làm đá nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
184337,3051097000681,75926,38,315,Electrolux,Ngăn đá trên,,Thái Lan,2016,Kính chịu lực,573 lít,158 lít,414 lít,54027,Thép không gỉ,4 - 5 người,532 lít,,Ngăn đựng Fresh Shield giữ rau củ tươi ngon đến 7 ngày,Ngăn kệ linh hoạt FlexStor | Làm đá nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
184338,3051097000682,75927,38,315,Electrolux,Ngăn đá trên,Không,Thái Lan,2016,Kính chịu lực,573 lít,158 lít,414 lít,54027,Thép không gỉ,4 - 5 người,532 lít,Không có,Không,Ngăn kệ linh hoạt FlexStor | Chuông báo khi quên đóng cửa | Làm đá nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,Đang cập nhật,,,,,Không,Có,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184365,3051097000680,78851,38,315,Electrolux,Ngăn đá trên,,Thái Lan,2015,Kính chịu lực,210 lít,60 lít,150 lít,54026,Kim loại phủ sơn tĩnh điện,2 - 3 người,210 lít,,,Không có,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
184370,3051097000482,83277,38,342,Mitsubishi Electric,Ngăn đá dưới,,Thái Lan,2016,Kính chịu lực,326 lít,78 lít,248 lít,54005,Kim loại phủ sơn tĩnh điện,3 - 4 người,326 lít,,Ngăn lạnh Chilled Case ướp lạnh thực phẩm,Làm đá tự động,,,,,,,,Không,Có,,,
184393,3051097000807,90480,38,7,Panasonic,Ngăn đá trên,,Việt Nam,2016,Nhựa,167 lít,53 lít,114 lít,54026,Kim loại phủ sơn tĩnh điện,2 - 3 người,Hãng không công bố,,,Không có,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
164301,3051097000090,90665,38,8,LG,Tủ lớn - Side by Side,Làm lạnh đa chiều,Trung Quốc,2016,Kính chịu lực,687 lít,Hãng không công bố,Hãng không công bố,59310,Kim loại phủ sơn tĩnh điện,4 - 5 người,626 lít,Inverter,Ngăn rau quả cân bằng độ ẩm,Bảng điều khiển bên ngoài | Làm đá nhanh,Đang cập nhật,Không có,Đang cập nhật,,,,,Không,Có,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164302,3051097000091,90666,38,8,LG,Tủ lớn - Side by Side,,Trung Quốc,2016,Kính chịu lực,687 lít,220 lít,406 lít,73256,Thép không gỉ,4 - 5 người,626 lít,,,Bảng điều khiển bên ngoài | Ngăn làm lạnh nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184413,3051097000935,93392,38,11,Toshiba,Ngăn đá trên,,Việt Nam,2017,Kính chịu lực,186 lít,58 lít,128 lít,54026,Kim loại phủ sơn tĩnh điện,2 - 3 người,Hãng không công bố,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184419,3051097000687,104546,38,313,Hitachi,Ngăn đá dưới,Hệ thống làm lạnh quạt kép,Nhật Bản,2017,Kính chịu lực,722 lít,233 lít,489 lít,57618,Mặt gương mờ,4 - 5 người,Hãng không công bố,Cảm biến nhiệt Eco | Inverter,Ngăn bảo quản thực phẩm chân không | Công nghệ Bảo quản rau quả Aero-care,Bảng điều khiển bên ngoài,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,Đang cập nhật,,,,,Không,Có,,,
184425,3051097000865,108395,38,12,Sharp,Ngăn đá trên,,Thái Lan,2016,Nhựa,165 lít,53 lít,115 lít,54086,Kim loại phủ sơn tĩnh điện,1 - 2 người,150 lít,,,Làm đá nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
184430,3051097000864,109705,38,12,Sharp,Ngăn đá trên,,Thái Lan,2017,Nhựa,165 lít,53 lít,115 lít,54086,Kim loại phủ sơn tĩnh điện,1 - 2 người,150 lít,,,Làm đá nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
184432,3051097000693,110678,38,313,Hitachi,Tủ lớn - Side by Side,,Nhật Bản,2016,Kính chịu lực,722 lít,233 lít,489 lít,54026,Mặt gương mờ,4 - 5 người,Hãng không công bố,,Ngăn rau quả thông minh Aero-care | Ngăn bảo quản thực phẩm chân không,"Mặt gương sang trọng, dễ vệ sinh",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164324,3051097000177,133131,38,8,LG,Tủ lớn - Side by Side,Làm lạnh đa chiều,Trung Quốc,Đang cập nhật,Kính chịu lực,675 lít,Hãng không công bố,Hãng không công bố,54026,Thép không gỉ,4 - 5 người,617 lít,Inverter,Không,Bảng điều khiển bên ngoài,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,Đang cập nhật,,,,,Không,Có,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184468,3051097000954,143283,38,11,Toshiba,Ngăn đá trên,,Thái Lan,2015,Kính chịu lực,359 lít,101 lít,258 lít,57618,Mặt gương mờ,3 - 4 người,359 lít,,,"Mặt gương sang trọng, dễ vệ sinh",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184469,3051097000733,145147,38,313,Hitachi,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,Hãng không công bố,101 lít,234 lít,54227,Mặt gương mờ,3 - 4 người,335 lít,,,"Mặt gương sang trọng, dễ vệ sinh",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
184470,3051097000734,145150,38,313,Hitachi,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,Hãng không công bố,101 lít,234 lít,54227,Mặt gương mờ,3 - 4 người,335 lít,,,"Mặt gương sang trọng, dễ vệ sinh",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
184471,3051097000736,145430,38,313,Hitachi,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,Hãng không công bố,101 lít,264 lít,54009,Mặt gương mờ,3 - 4 người,365 lít,,,"Mặt gương sang trọng, dễ vệ sinh",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
184472,3051097000737,145433,38,313,Hitachi,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,Hãng không công bố,101 lít,264 lít,54009,Mặt gương mờ,3 - 4 người,365 lít,,,"Mặt gương sang trọng, dễ vệ sinh",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
184473,3051097000900,145460,38,12,Sharp,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,165 lít,35 lít,115 lít,57618,Thép không gỉ,2 - 3 người,150 lít,,,Làm đá nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184474,3051097000899,145462,38,12,Sharp,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,165 lít,35 lít,115 lít,57618,Thép không gỉ,2 - 3 người,150 lít,,,Làm đá nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
