model_code,sku,productidweb,category_code,brand_id,brand,Kiểu dáng,Công nghệ làm lạnh,Sản xuất tại,Thời gian ra mắt,Chất liệu khay ngăn lạnh,Dung tích tổng,Dung tích ngăn đá,Dung tích ngăn lạnh,Điện năng tiêu thụ,Chất liệu thân vỏ,Số người sử dụng,Dung tích sử dụng,Công nghệ tiết kiệm điện,Công nghệ bảo quản thực phẩm,Tiện ích,Chất liệu động cơ,Dung tích ngăn chuyển đổi,Số cửa,Cao,Ngang,Sâu,Khối lượng máy,Lấy nước ngoài,Chế độ tự động,giá gốc,giá khuyến mãi,khuyến mãi quà
164299,3051097000084,88627,38,2,Samsung,Ngăn đá trên,2 dàn lạnh độc lập Twin Cooling Plus™,Thái Lan,2016,Kính chịu lực,308 lít,71 lít,228 lít,54022,Thép không gỉ,2 - 3 người,299 lít,Chế độ kỳ nghỉ tiết kiệm điện | Digital Inverter,Ngăn rau củ lớn giữ ẩm Big Box,Ngăn Mr Cool Pack duy trì độ lạnh khi mất điện | 2 ngăn rau củ quả,Ống dẫn gas bằng Nhôm Aluminum - Lá tản nhiệt bằng Nhôm Aluminium,,2 cánh,163,60,67,58,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
159827,3051097000804,90479,38,7,Panasonic,Ngăn đá trên,,Việt Nam,2015,Nhựa,152 lít,53 lít,99 lít,54105,Kim loại phủ sơn tĩnh điện,2 - 3 người,Hãng không công bố,,,Không có,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164300,3051097000089,90664,38,8,LG,Tủ lớn - Side by Side,,Trung Quốc,2016,Kính chịu lực,687 lít,222 lít,404 lít,59310,Thép không gỉ,Trên 5 người,626 lít,,Ngăn rau quả cân bằng độ ẩm,Bảng điều khiển bên ngoài | Làm đá nhanh,,,2 cánh,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164303,3051097000101,92413,38,2,Samsung,Ngăn đá trên,,Việt Nam,2017,Kính chịu lực,208 lít,54 lít,154 lít,54003,Kim loại phủ sơn tĩnh điện,2 - 3 người,Hãng không công bố,,Ngăn rau quả cân bằng độ ẩm,Không có,,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164304,3051097000092,97256,38,8,LG,Tủ lớn - Side by Side,Làm lạnh đa chiều,Trung Quốc,2016,Kính chịu lực,668 lít,196 lít,405 lít,147949,Thép không gỉ,Trên 5 người,601 lít,Linear Inverter,Ngăn rau quả giữ ẩm,Lấy đá bên ngoài | Khay trữ rượu | Bảng điều khiển bên ngoài | Làm lạnh nhanh | Làm đá nhanh,Đang cập nhật,Đang cập nhật,2 cánh,,,,,Có,Có,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164306,3051097000110,100670,38,2,Samsung,Multi Door,3 dàn lạnh độc lập,Hàn Quốc,2017,Kính chịu lực,633 lít,203 lít,361 lít,179089,Thép không gỉ,Trên 5 người,564 lít,Digital Inverter,Ngăn rau củ lớn giữ ẩm Big Box,Lấy đá bên ngoài | Bảng điều khiển bên ngoài,Ống dẫn gas bằng Nhôm Aluminum - Lá tản nhiệt bằng Nhôm Aluminium,Không,4 cánh,182,90,73,153,Có,Có,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164307,3051097000130,104765,38,2,Samsung,Ngăn đá dưới,,Trung Quốc,2016,Kính chịu lực,538 lít,98 lít,377 lít,54106,Kim loại phủ sơn tĩnh điện,4 - 5 người,475 lít,,Ngăn FreshZone -1°C,Bảng điều khiển bên ngoài,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164308,3051097000131,104768,38,2,Samsung,Multi Door,,Trung Quốc,2016,Kính chịu lực,518 lít,150 lít,336 lít,54204,Thép không gỉ,4 - 5 người,486 lít,,Ngăn FreshZone -1°C,Bảng điều khiển bên ngoài,,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164309,3051097000096,104771,38,2,Samsung,Tủ lớn - Side by Side,Không,Trung Quốc,2016,Kính chịu lực,620 lít,180 lít,395 lít,139875,Thép không gỉ,Trên 5 người,575 lít,Inverter,Tấm kim loại Metal Cooling giúp giữ lạnh hiệu quả và hạn chế tình trạng mất nhiệt,Bảng điều khiển bên ngoài,Đang cập nhật,Đang cập nhật,2 cánh,,,,,Có,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164750,3051097002119,303228,38,11,Toshiba,Tủ lớn - Side by Side,Hệ thống đa luồng lạnh,Trung Quốc,2022,Kính chịu lực,482 lít,189 lít,271 lít,528,Thép không gỉ,4 - 5 người,460 lít,Origin Inverter,Bảo quản thực phẩm với công nghệ Multi Air Flow,Điều khiển từ xa trên ứng dụng TSmartLife | Hộp đá xoay di động | Bảng điều khiển cảm ứng bên ngoài cửa tủ | Làm đông nhanh | Khoá trẻ em | Đèn LED chiếu sáng | Làm lạnh nhanh,Ống dẫn gas bằng Đồng - Chất liệu dàn lạnh bằng Nhôm,Không có,2 cánh,177,83,63,76,Không,Không,14200000,11740000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164313,3051097000133,105161,38,2,Samsung,Tủ lớn - Side by Side,,Trung Quốc,2017,Kính chịu lực,641 lít,214 lít,406 lít,139875,Thép không gỉ,Trên 5 người,620 lít,,Tấm kim loại Metal Cooling giúp giữ lạnh hiệu quả và hạn chế tình trạng mất nhiệt,Bảng điều khiển bên ngoài | Ngăn làm lạnh nhanh | Làm đá nhanh,,Đang cập nhật,2 cánh,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164314,3051097000063,105162,38,2,Samsung,Tủ lớn - Side by Side,,Trung Quốc,2017,Kính chịu lực,641 lít,214 lít,406 lít,73256,Thép không gỉ,Trên 5 người,620 lít,,Tấm kim loại Metal Cooling giúp giữ lạnh hiệu quả và hạn chế tình trạng mất nhiệt | Công nghệ Precise Chef Cooling Samsung giảm thiểu sự biến động nhiệt độ,Bảng điều khiển bên ngoài,,Đang cập nhật,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164317,3051097000172,106246,38,8,LG,,,Indonesia,2017,Kính chịu lực,549 lít,162 lít,345 lít,159076,Thép không gỉ,4 - 5 người,512 lít,Linear Inverter,Ngăn rau quả cân bằng độ ẩm | Ngăn Fresh 0 Zone - Ngăn thịt cá 0℃ | Làm lạnh từ cửa tủ DoorCooling+,Bảng điều khiển bên ngoài,,Đang cập nhật,2 cánh,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164318,3051097000556,106989,38,186,Midea,Mini,,Trung Quốc,2016,Nhựa,93 lít,Hãng không công bố,Hãng không công bố,54026,Kim loại phủ sơn tĩnh điện,1 - 2 người,Hãng không công bố,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
164319,3051097000168,108366,38,2,Samsung,Ngăn đá trên,Làm lạnh đa chiều,Việt Nam,2017,Kính chịu lực,216 lít,53 lít,155 lít,54005,Kim loại phủ sơn tĩnh điện,2 - 3 người,208 lít,Digital Inverter,Ngăn rau củ lớn giữ ẩm Big Box,,Ống dẫn gas bằng Nhôm Aluminum - Lá tản nhiệt bằng Nhôm Aluminium,Không có,2 cánh,144,55,60,42,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164320,3051097000180,111432,38,8,LG,Tủ lớn - Side by Side,Làm lạnh đa chiều,Trung Quốc,2017,Kính chịu lực,679 lít,265 lít,414 lít,147932,Kim loại phủ sơn tĩnh điện,Trên 5 người,613 lít,Linear Inverter,Ngăn rau củ  Fresh Zone,Chuông báo khi quên đóng cửa | Bảng điều khiển bên ngoài | Làm đá nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không,2 cánh,178,91,71,100,Không,Không,,,
164325,3051097000914,152435,38,12,Sharp,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,397 lít,96 lít,268 lít,116751,Mặt gương mờ,3 - 4 người,364 lít,,Ngăn giữ tươi linh hoạt,"Chuông báo khi quên đóng cửa | Mặt gương sang trọng, dễ vệ sinh",,Đang cập nhật,2 cánh,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164326,3051097000565,156171,38,2,Samsung,Tủ lớn - Side by Side,Làm lạnh đa chiều,Trung Quốc,2018,Kính chịu lực,554 lít,193 lít,345 lít,54110,Thép không gỉ,4 - 5 người,538 lít,Inverter,Ngăn rau quả giữ ẩm,Bảng điều khiển bên ngoài,Đang cập nhật,Đang cập nhật,Đang cập nhật,,,,,Có,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164327,3051097000568,156173,38,11,Toshiba,Ngăn đá trên,,Thái Lan,2017,Nhựa,171 lít,58 lít,113 lít,89246,Uniglass,2 - 3 người,171 lít,,Ngăn cấp đông mềm Ultra Cooling Zone -1°C,Ngăn đông mềm trữ thịt cá không cần rã đông,,Đang cập nhật,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164328,3051097000564,156175,38,2,Samsung,Ngăn đá trên,Làm lạnh đa chiều,Việt Nam,2018,Kính chịu lực,208 lít,53 lít,155 lít,73960,Kim loại phủ sơn tĩnh điện,2 - 3 người,208 lít,Digital Inverter,Ngăn rau củ lớn giữ ẩm Big Box,,Ống dẫn gas bằng Nhôm Aluminum - Lá tản nhiệt bằng Nhôm Aluminium,,2 cánh,144,55,63,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164329,3051097000563,156181,38,2,Samsung,Ngăn đá trên,,Việt Nam,2018,Kính chịu lực,243 lít,53 lít,183 lít,57484,Kim loại phủ sơn tĩnh điện,2 - 3 người,236 lít,Digital Inverter,Ngăn rau củ lớn giữ ẩm Big Box,,Ống dẫn gas bằng Nhôm Aluminum - Lá tản nhiệt bằng Nhôm Aluminium,Đang cập nhật,2 cánh,154,56,63,45,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
159843,3051097000179,157970,38,8,LG,Tủ lớn - Side by Side,,Trung Quốc,2018,Kính chịu lực,687 lít,222 lít,404 lít,54017,Kim loại phủ sơn tĩnh điện,Trên 5 người,626 lít,,Ngăn rau quả cân bằng độ ẩm | Ngăn Fresh 0 Zone - Ngăn thịt cá 0℃,Bảng điều khiển bên ngoài,,Đang cập nhật,2 cánh,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
159845,3051097000558,159815,38,2,Samsung,Ngăn đá trên,2 dàn lạnh độc lập Twin Cooling Plus™,Thái Lan,2018,Kính chịu lực,464 lít,111 lít,340 lít,54238,Kim loại phủ sơn tĩnh điện,4 - 5 người,451 lít,5 chế độ chuyển đổi ngăn tiện lợi | Digital Inverter,Ngăn rau củ lớn giữ ẩm Big Box,2 ngăn rau củ quả,Đang cập nhật,Đang cập nhật,2 cánh,182,70,72,76,Có,Có,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164333,3051097001496,160989,38,11,Toshiba,Ngăn đá trên,,Thái Lan,2018,Kính chịu lực,305 lít,87 lít,218 lít,56547,Thép không gỉ,3 - 4 người,305 lít,,Ngăn làm lạnh kép Dual Cooling Zone,,,,,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
159846,3051097001506,168436,38,185,Beko,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,250 lít,62 lít,159 lít,57484,Kim loại phủ sơn tĩnh điện,2 - 3 người,221 lít,,,,,Đang cập nhật,2 cánh,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184557,3051097001540,177729,38,187,Aqua,Ngăn đá trên,,Việt Nam,2018,Kính chịu lực,247 lít,60 lít,166 lít,54021,Kim loại phủ sơn tĩnh điện,2 - 3 người,226 lít,,Ngăn rau quả giữ ẩm | Ngăn lạnh đa chức năng AQUA Triple Fresh,Ngăn đông mềm trữ thịt cá không cần rã đông,,Đang cập nhật,2 cánh,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
