model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Thời gian ra mắt,Dung tích tổng,Điện năng tiêu thụ,Công nghệ tiết kiệm điện,Tiện ích,Chất liệu động cơ,Số cửa,Cao,Ngang,Sâu,Khối lượng máy,Độ ồn,Loại Gas,Loại sản phẩm,Chất liệu mặt,Công nghệ,Chất liệu ruột,Dung tích ngăn đông mềm,Thương hiệu của,Số ngăn,Nhiệt độ ngăn đông (độ C),giá gốc,giá khuyến mãi,khuyến mãi quà
164332,3050893000085,158608,40,189,Alaska,Trung Quốc,,,,Không có,Lỗ thoát nước | Khoá cửa tủ,,,,,,,120W - 0.8 kWh/24h,R600a,Tủ đông,,,,,,1 ngăn đông,≤ -18ºC,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164760,3050893000287,304181,40,184,Hoà Phát,Việt Nam,2023,1190 lít,3.89 kWh/ngày,Không có,Xẻng cạo tuyết | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,3 cửa,90,300,82,119,55 - 65 dB,R290,Tủ đông,Không,Công nghệ Extra Freezing | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,30730000,22790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164759,3050893000288,304180,40,184,Hoà Phát,Việt Nam,2023,783 lít,3.48 kWh/ngày,Không có,Xẻng cạo tuyết | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,91,206,82,85,55 - 65 dB,R290,Tủ đông,Không,Công nghệ Extra Freezing | Làm lạnh 5D | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18˚C,17470000,13790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
136159,3050893000044,115068,40,191,Sanaky,Việt Nam,2014,360 lít,299/462.82 kWh/năm,Không có,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,84.5 cm,121.5 cm,62,47,< 50 dB,R600a,Tủ đông,Không có kính,Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,8920000,8810000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
136158,3050893000041,115057,40,191,Sanaky,Việt Nam,2014,280 lít,226 kWh/năm,Không có,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,84.5 cm,108,62,42,< 50 dB,R600a,Tủ đông,Không có kính,Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,8530000,8030000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
136157,3050893000049,115055,40,191,Sanaky,Việt Nam,2016,860 lít,424 kWh/năm,Inverter,Nút điều khiển nhiệt độ bên ngoài tủ | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,93.5 cm,208.4 cm,88.7 cm,86 kg,< 50 dB,R290,Tủ đông,Không có kính,Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,Dưới -18℃,20130000,17040000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
136156,3050893000048,115054,40,191,Sanaky,Việt Nam,2016,400 lít,220/419.682 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,84.5 cm,132.8 cm,62 cm,49 kg,< 50 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,10500000,10350000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
145645,3050893000022,114701,40,193,Kangaroo,Trung Quốc,2016,,,Không có,"Cửa kính | Kháng khuẩn, khử mùi | Giỏ đựng đồ | Khoá cửa tủ",Đồng,,,,,,,R600a,Tủ đông,Có,,Hợp kim nhôm sơn tĩnh điện,,,1 ngăn đông,< 18 độ C,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
145644,3050893000018,114697,40,193,Kangaroo,Trung Quốc,2016,143 lít,350 kWh/năm,Không có,Cửa kính | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe,Đồng,1 cửa,79,76,60,37,Không,R600a,Tủ đông,Có,,Hợp kim nhôm sơn tĩnh điện,Đang cập nhật,Việt Nam,1 ngăn đông,Dưới 18℃,,,
145643,3050893000015,114694,40,193,Kangaroo,Việt Nam,2021,143 lít,,Không có,Cửa kính | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe,Đồng,2 cửa,78,108,62,51,150 W,R600a,Tủ đông,Công nghệ kính Low-E,,Hãng không công bố,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",Dưới 18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
145642,3050893000026,114589,40,193,Kangaroo,Trung Quốc,2016,418 lít,Không,Không có,"Cửa kính | Kháng khuẩn, khử mùi | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe",Đồng,2 cửa,78,133,62,60,Không,R600a,Tủ đông,Có,,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",Dưới 18℃,8728364,8728364,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
145641,3050893000025,114588,40,193,Kangaroo,Trung Quốc,2016,388 lít,576 kWh/năm,Không có,"Cửa kính | Khóa cửa tủ | Kháng khuẩn, khử mùi | Giỏ đựng đồ | Bánh xe",Đồng,2 cửa,78,121,62,55,Không,R600a,Tủ đông,Có,,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165136,1750894000032,357470,40,193,Kangaroo,Trung Quốc,2025,350 lít,2.05 kWh/ngày,Không có,Khóa cửa tủ | Lỗ thoát nước | Đèn LED,Nhôm,1 cửa,193,59,56,61,57.9 - 62.6 dB,R600a,Tủ mát,Kính cường lực 2 lớp,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,13190000,10990000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165135,1750894000031,357469,40,193,Kangaroo,Trung Quốc,2025,278 lít,2.64 kWh/ngày,Không có,Lỗ thoát nước | Bánh xe | Đèn LED,Nhôm,1 cửa,170,54,55,47,57.9 - 62.6 dB,R600a,Tủ mát,Kính cường lực 2 lớp,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,10790000,8470000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164608,3050894000060,277375,40,189,Alaska,Trung Quốc,2018,Hãng không công bố,,Không có,Cửa kính | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Đèn LED,Đồng,2 cửa,197,88,61,96,Hãng không công bố,R134a,Tủ mát,Kính cách nhiệt Low-E,Đối lưu cưỡng bức,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn mát,Không,,,
164882,3050893000302,319856,40,184,Hoà Phát,Việt Nam,2023,544 lít,2.52 kWh/ngày,Inverter,Xẻng cạo tuyết | Nút điều khiển nhiệt độ bên ngoài tủ | Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Bánh xe,Đồng,2 cửa,90,170,74,70,32 - 42 dB,R290,Tủ đông,Không,Công nghệ Extra Freezing | Làm lạnh 5D,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,-12 ~ -30°C,19390000,12440000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164454,3050893000188,227741,40,8,LG,Indonesia,2020,171 lít,,Inverter,Nút điều khiển nhiệt độ bên ngoài tủ | Tủ có sức chứa 6 kệ và 1 hộc tủ giúp tiện lợi bảo quản thực phẩm | Inverter tiết kiệm điện,Nhôm,1 cửa,130.0 cm,53.0 cm,60.0 cm,34.0 kg,Hãng không công bố,R600a,Tủ đông,Không,,Hợp kim nhôm sơn tĩnh điện,Đang cập nhật,Singapore,1 ngăn đông,-18 - -28℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184463,3050893000160,139405,40,11,Toshiba,Việt Nam,2021,143 lít,,Không có,,Hãng không công bố,1 cửa,,,,,85W,-,Tủ đông,Công nghệ kính Low-E,,Hãng không công bố,Không,Singapore,1 ngăn đông,10 - -25°C,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184449,3050893000099,115078,40,189,Alaska,Trung Quốc,,,,,,,,,,,,90 W,-,Tủ đông,,,,,,1 ngăn đông,≤ -18ºC,,,
185455,3050893000067,115053,40,191,Sanaky,Việt Nam,,,,,,,,,,,,-,R134a,,,,,,,1 ngăn đông,- 18 độ,,,
184448,3050893000146,115051,40,191,Sanaky,Việt Nam,2021,143 lít,Hãng không công bố,Không có,,Hãng không công bố,1 cửa,,,,,100 W,R134a,Tủ đông,Công nghệ kính Low-E,,Hãng không công bố,Đang cập nhật,Singapore,1 ngăn đông,Dưới 18℃,,,
184042,3050893000115,69489,40,191,Sanaky,Việt Nam,,,,,,,,,,,,150W,R134a,Tủ đông,,,,,,,≤ -18,,,
184041,3050893000149,69487,40,191,Sanaky,Việt Nam,,,,,,,,,,,,180W,R134a,Tủ đông,,,,,,,≤ -18,,,
184040,3050893000114,69486,40,191,Sanaky,Việt Nam,,,,,,,,,,,,180W,R134a,Tủ đông,,,,,,,≤ -18,,,
184039,3050893000116,69485,40,191,Sanaky,Việt Nam,,,,,,,,,,,,180W,R134a,Tủ đông,,,,,,,≤ -18,,,
184038,3050893000154,69484,40,191,Sanaky,Việt Nam,,,,,,,,,,,,180W,R134a,Tủ đông,,,,,,,≤ -18,,,
145648,3050894000008,151110,40,193,Kangaroo,Việt Nam,Đang cập nhật,Đang cập nhật,,Không có,,Đang cập nhật,1 cửa,,,,,150 W,R134a,Tủ mát,Đang cập nhật,,Đang cập nhật,Đang cập nhật,Việt Nam,1 ngăn mát,-,,,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
145647,3050893000052,139342,40,11,Toshiba,Việt Nam,2021,143 lít,,Không có,,Nhôm,1 cửa,85,94,56,38,85W,R600a,Tủ đông,Công nghệ kính Low-E,,Hãng không công bố,Không,Singapore,1 ngăn đông,10 - -25°C,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
145646,3050893000008,115081,40,189,Alaska,Trung Quốc,2021,143 lít,,Inverter,Cửa kính | Inverter tiết kiệm điện,Đồng,1 cửa,,,,,120 W,R600a,Tủ đông,Công nghệ kính Low-E,,Hãng không công bố,Không,Singapore,1 ngăn đông,≤ -18ºC,,,
162674,1802208001700,69489,40,191,Sanaky,Việt Nam,,,,,,,,,,,,150W,R134a,Tủ đông,,,,,,,≤ -18,,,
162673,1802208001400,69487,40,191,Sanaky,Việt Nam,,,,,,,,,,,,180W,R134a,Tủ đông,,,,,,,≤ -18,,,
162672,1802208001600,69486,40,191,Sanaky,Việt Nam,,,,,,,,,,,,180W,R134a,Tủ đông,,,,,,,≤ -18,,,
162671,1802208001500,69485,40,191,Sanaky,Việt Nam,,,,,,,,,,,,180W,R134a,Tủ đông,,,,,,,≤ -18,,,
162670,1802208000200,69484,40,191,Sanaky,Việt Nam,,,,,,,,,,,,180W,R134a,Tủ đông,,,,,,,≤ -18,,,
162669,3050893000050,139405,40,11,Toshiba,Việt Nam,2021,143 lít,,Không có,,Hãng không công bố,1 cửa,,,,,85W,-,Tủ đông,Công nghệ kính Low-E,,Hãng không công bố,Không,Singapore,1 ngăn đông,10 - -25°C,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
162668,3050893000005,115078,40,189,Alaska,Trung Quốc,,,,,,,,,,,,90 W,-,Tủ đông,,,,,,1 ngăn đông,≤ -18ºC,,,
162666,3050893000038,115051,40,191,Sanaky,Việt Nam,2021,143 lít,Hãng không công bố,Không có,,Hãng không công bố,1 cửa,,,,,100 W,R134a,Tủ đông,Công nghệ kính Low-E,,Hãng không công bố,Đang cập nhật,Singapore,1 ngăn đông,Dưới 18℃,,,
182152,1750893000023,341081,40,189,Alaska,Trung Quốc,2014,671 lít,244.55 kWh/năm,Không có,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,85,116,67,43,41 dB,R600a,Tủ đông,Không,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤-18℃,8830000,8520000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182152,1750893000022,341406,40,189,Alaska,Trung Quốc,2014,619 lít,167.9 kWh/năm,Không có,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,86,108,61,39,41 dB,R600a,Tủ đông,Không,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤-18℃,7850000,7680000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182149,1750893000020,336551,40,187,Aqua,Trung Quốc,2023,384 lít,420 kWh/năm,Inverter,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Đèn báo nhiệt độ bất thường | Bánh xe,Nhôm,1 cửa,90,124,74,53,38 dB,R600a,Tủ đông,Không,"Thành trong tủ phủ lớp bạc kháng khuẩn Ag+ | Dàn lạnh 5 chiều, làm lạnh 3D",PCM (Hợp kim thép),Không,Nhật Bản,1 ngăn đông,-30°C,9590000,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182149,1750893000021,336382,40,187,Aqua,Trung Quốc,2025,306 lít,376 kWh/năm,Inverter,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Đèn báo nhiệt độ bất thường | Bánh xe,Nhôm,1 cửa,90,111,62,45,38 dB,R600a,Tủ đông,Không,"Thành trong tủ phủ lớp bạc kháng khuẩn Ag+ | Dàn lạnh 5 chiều, làm lạnh 3D",PCM (Hợp kim thép),Không,Nhật Bản,1 ngăn đông,-30°C,7390000,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182150,1750893000019,336542,40,11,Toshiba,Trung Quốc,2024,398 lít,302 kWh/năm,Inverter,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Bánh xe | Dễ dàng chuyển đổi chế độ tủ mát/tủ đông | Đèn LED,Đồng,2 cửa,85,125,78,50,38 dB,R600a,Tủ đông,Không,Vật liệu xốp cách nhiệt giữ đông 100h không cần điện,Nhựa,Không,Nhật Bản,1 ngăn đông,-24℃ đến -12℃,10790000,9290000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
